Date,Close,High,Low,Open,Volume,MA10,MA50,Returns,Volatility,Stock
2025-06-30,204.5475311279297,206.76079706763053,198.65545787730727,201.39711462840114,91912800,199.61754760742187,202.13983337402342,0.02034000608920694,0.011224648977556867,AAPL
2025-07-01,207.18951416015625,209.55231908550664,205.51460310500556,206.04299395149746,78788900,200.55469665527343,202.36111938476563,0.012916230362977066,0.011420746601151591,AAPL
2025-07-02,211.7954864501953,212.69274987948137,207.5085290616707,208.2761972389462,67941800,202.22959899902344,202.75059356689454,0.02223072103194701,0.010540709605083387,AAPL
2025-07-03,212.90211486816406,213.99876845669687,211.16738836812712,211.50635319299207,34955800,203.92145080566405,203.03117126464844,0.005224985841371987,0.010525953927316445,AAPL
2025-07-07,209.31304931640625,215.57399579559095,208.16654427869605,212.03476276559877,50229000,204.81373443603516,203.14318969726563,-0.016857820101882415,0.011921592872862699,AAPL
2025-07-08,209.3728485107422,210.78853856973336,207.81758380403343,209.46258702266434,42848900,205.6621520996094,203.1813314819336,0.00028569262418765007,0.011981628855260659,AAPL
2025-07-09,210.4994354248047,210.6888614301138,206.59132988433592,208.8943192909964,48749400,206.74286499023438,203.22388366699218,0.005380768910944633,0.011436937293561378,AAPL
2025-07-10,211.7655792236328,212.83232507172787,209.39279496736208,209.87133445003573,44443600,207.82457427978517,203.27463348388673,0.006014951043801897,0.011434732107517753,AAPL
2025-07-11,210.51937866210938,211.48643705736623,209.2233196075129,209.931172276849,39765800,208.83749084472657,203.27915161132813,-0.00588481171535149,0.011717755488034326,AAPL
2025-07-14,207.987060546875,210.27012140888866,206.9103353456299,209.29308368901172,38840100,209.58919982910157,203.2073358154297,-0.012028907416161583,0.012863539480620363,AAPL
2025-07-15,208.4755859375,211.24715053377864,208.28615994072268,208.5852528191871,42296300,209.98200531005858,203.1289614868164,0.0023488258805162143,0.011469965064388167,AAPL
2025-07-16,209.52239990234375,211.75559423754484,208.00700716596054,209.6619745482938,47490500,210.21529388427734,203.23023162841798,0.0050212784395655685,0.010889284627123985,AAPL
2025-07-17,209.38282775878906,211.15742622671814,208.95412441878605,209.93116216460888,48068100,209.97402801513672,203.45734985351564,-0.0006661442577010623,0.00799126538006228,AAPL
2025-07-18,210.539306640625,211.1474566075158,209.06380098140497,210.23024956462245,48974600,209.7377471923828,203.71516479492186,0.005523274731814354,0.008018076395176738,AAPL
2025-07-21,211.83535766601562,215.12534891613055,210.98794558852114,211.45652088357517,51377400,209.98997802734374,204.0439047241211,0.006155862513610666,0.0060493393281885,AAPL
2025-07-22,213.74952697753906,214.29786137817433,211.58611235366487,212.49335516085276,46404100,210.42764587402343,204.3862353515625,0.009036118108957769,0.006514926916433705,AAPL
2025-07-23,213.5002899169922,214.4972560435483,211.76557859278188,214.3477172095632,46989300,210.72773132324218,204.7028713989258,-0.0011660239162684105,0.006476337520529266,AAPL
2025-07-24,213.11148071289062,215.03563331063384,212.8821827557749,213.25105536667797,46022600,210.86232147216796,204.7620913696289,-0.0018211179209767225,0.006333152771298654,AAPL
2025-07-25,213.23110961914062,214.58698409364732,212.75255494872997,214.0486138925591,40268800,211.13349456787108,204.7810336303711,0.0005613442591165807,0.005907665040673067,AAPL
2025-07-28,213.40061950683594,214.1981955143971,212.41361748607306,213.38067592321022,37858000,211.6748504638672,204.81532958984374,0.0007949585217563726,0.0036567398813509844,AAPL
2025-07-29,210.62904357910156,214.1582970701604,210.18041185237743,213.53020352524888,51411700,211.89019622802735,204.81174041748048,-0.012987665800312187,0.006138114487522588,AAPL
2025-07-30,208.41578674316406,211.74565019362484,207.08981987426867,211.2571312800854,45512500,211.77953491210937,204.76767456054688,-0.010507842595346095,0.006933300644418266,AAPL
2025-07-31,206.9402618408203,209.2033639475293,206.5315020865265,207.85746883247032,80698400,211.5352783203125,204.74354797363281,-0.0070797175463588324,0.007239463877253297,AAPL
2025-08-01,201.76600646972656,212.93202387361222,200.88867142379772,210.23023901853355,104434500,210.65794830322267,204.65421966552734,-0.02500361855671096,0.010016752894203068,AAPL
2025-08-04,202.7330780029297,207.24933356384108,201.06813110178,203.8895472057539,75109300,209.74772033691406,204.67934326171874,0.004793035011813274,0.009868346040221476,AAPL
2025-08-05,202.3043670654297,204.71702329589334,201.54667827641916,202.78290655256814,44155100,208.60320434570312,204.71044830322265,-0.0021146570738387327,0.008756580630413749,AAPL
2025-08-06,212.60302734375,214.72657006985978,204.96626313259566,205.00615029681612,108483100,208.51347808837892,205.06895751953124,0.050906762062084,0.019936008873543853,AAPL
2025-08-07,219.36245727539062,220.1799768073744,215.92292715514498,218.2159523061407,90224800,209.1385757446289,205.46415466308594,0.03179366736256095,0.022330979988253376,AAPL
2025-08-08,228.6541748046875,230.29916273925562,218.58481138779996,220.16001960779298,113854000,210.6808822631836,206.04099884033204,0.042357829341927555,0.025488092011162363,AAPL
2025-08-11,226.747802734375,229.12327986736793,224.3324083989562,227.48640043221798,61806100,212.0156005859375,206.58908752441405,-0.008337359560309343,0.025907036230589833,AAPL
2025-08-12,229.21310424804688,230.36092560837628,226.63802588155738,227.57622481823222,55626200,213.87400665283204,207.1685363769531,0.010872438382831362,0.02500803936998313,AAPL
2025-08-13,232.88612365722656,234.55294488479396,229.99163136972763,230.6304284784954,69878500,216.32104034423827,207.80449737548827,0.016024473911425474,0.024127709688836974,AAPL
2025-08-14,232.337158203125,234.67270293292236,230.41083714463488,233.6147219132583,51916300,218.86072998046876,208.39817413330078,-0.0023572269806403368,0.023768904700083398,AAPL
2025-08-15,231.1494140625,233.834298979768,228.9036945156081,233.5548328767578,56038700,221.7990707397461,208.9770687866211,-0.005112157477567991,0.02101024647828782,AAPL
2025-08-18,230.4507598876953,232.67651332576617,229.672244959047,231.25921652669462,37476200,224.57083892822266,209.5856576538086,-0.0030225219373292145,0.02152499847716726,AAPL
2025-08-19,230.1213836669922,232.42698672077375,228.9136940815642,230.84001516813981,39402600,227.3525405883789,210.12205871582032,-0.001429269406026834,0.021472192345499092,AAPL
2025-08-20,225.5800323486328,230.0315543310328,225.3404986724704,229.54248102593337,42263900,228.65024108886718,210.6168829345703,-0.019734590701623533,0.019174858167303882,AAPL
2025-08-21,224.47215270996094,226.08908123987146,223.35428822884654,225.83955683035407,30621200,229.1612106323242,211.06522338867188,-0.004911248691371939,0.017113479001062182,AAPL
2025-08-22,227.3267059326172,228.65417758009713,224.98118568943215,225.73973438952316,42477800,229.0284637451172,211.64821899414062,0.012716736522523586,0.010851856019091657,AAPL
2025-08-25,226.72784423828125,228.86377239669042,225.79960559269966,226.04912998143794,30983100,229.0264678955078,212.2108627319336,-0.002634365777127168,0.010541323508297482,AAPL
2025-08-26,228.87376403808594,229.0534295301293,224.26255788237486,226.43840339540802,54575100,228.9925338745117,212.8712579345703,0.009464738691509877,0.01038890851870893,AAPL
2025-08-27,230.05152893066406,230.46073738560713,227.82576024347395,228.17510050695543,31259500,228.70907440185547,213.51592803955077,0.005145914812595631,0.00898802523961236,AAPL
2025-08-28,232.11758422851562,232.9659733126178,228.90370861616245,230.3809040856524,38074700,228.68711700439454,214.2573504638672,0.008980837064874514,0.009523250723308195,AAPL
2025-08-29,231.69837951660156,232.9360260407387,230.92984008944924,232.0676707602769,39418400,228.74201354980468,214.97164611816407,-0.0018060015285242814,0.009384499817145196,AAPL
2025-09-02,229.28298950195312,230.4108447009183,226.53822101083426,228.81388239599917,44075600,228.62523651123047,215.54950164794923,-0.010424716908628007,0.009948648826147098,AAPL
2025-09-03,238.01634216308594,238.395624134605,233.9141603097862,236.75874463665696,66427800,229.41473236083985,216.29205505371092,0.03808984120498149,0.015705653396691853,AAPL
2025-09-04,239.32383728027344,239.44360411673358,236.28962732845326,237.99636566705198,47549400,230.78911285400392,217.08468566894533,0.005493299768011717,0.013420795435009982,AAPL
2025-09-05,239.2340087890625,240.86091270031892,238.03629475202086,239.54341659874092,54870400,232.26529846191406,217.85039611816407,-0.0003753428502223377,0.013083015272221426,AAPL
2025-09-08,237.42745971679688,239.69313028194867,235.89038089866295,238.84475646782593,48999500,233.27537384033204,218.5911410522461,-0.007551389041256629,0.013567881488614163,AAPL
2025-09-09,233.9041748046875,238.3257397896772,232.9160527142261,236.54912730927947,66313900,233.99300689697264,219.25982513427735,-0.014839416284502027,0.01477045715248929,AAPL
2025-09-10,226.35855102539062,231.97784546194652,225.52015268533836,231.7482872752143,83440800,233.74148559570312,219.69604553222655,-0.03225946602106422,0.018284835593811527,AAPL
2025-09-11,229.59239196777344,230.01159113632517,226.21881717306923,226.44839058875493,50208600,233.69557189941406,220.1441030883789,0.014286365271970913,0.018843606862161896,AAPL
2025-09-12,233.6247100830078,234.06386022938602,228.58431421011397,228.78393068206054,55824200,233.84628448486328,220.58068756103515,0.017562943095258854,0.019484657229776704,AAPL
2025-09-15,236.24969482421875,237.7368657054393,234.58287368836292,236.54912714503797,42699500,234.301416015625,221.04763916015625,0.01123590368620797,0.01972453390351382,AAPL
2025-09-16,237.6969451904297,240.76111223381088,235.87043992435724,236.72878926810645,63421100,235.14281158447267,221.61531707763672,0.006125935389198034,0.01924329802919971,AAPL
2025-09-17,238.5353546142578,239.6432435766681,237.27774187166392,238.5153883976145,46508000,235.19471282958983,222.19856719970704,0.003527220020250743,0.015040557565881399,AAPL
2025-09-18,237.42745971679688,240.74113579799257,236.199788714976,239.5134800259323,44249600,235.00507507324218,222.73712768554688,-0.004644573125239804,0.014994754375955257,AAPL
2025-09-19,245.032958984375,245.83144010441063,239.7530294205925,240.77107799962133,163741300,235.58497009277343,223.4024752807617,0.03203293872010393,0.018225294426743116,AAPL
2025-09-22,255.5928192138672,256.15178189089505,247.64797087114997,247.82763635806887,105517400,237.40150604248046,224.30394409179686,0.04309567281585802,0.021794728408396125,AAPL
2025-09-23,253.9459686279297,256.8504363399061,253.0975947938589,255.39322235208516,60275200,239.4056854248047,225.22312225341796,-0.006443258425658294,0.020980203394385364,AAPL
2025-09-24,251.8300018310547,255.2534845023776,250.56241362070242,254.73446948849343,42303700,241.95283050537108,226.09021057128905,-0.008332350414175016,0.016761603615439942,AAPL
2025-09-25,256.3813171386719,256.6807646844572,251.2311452680336,252.72829161839874,55202100,244.63172302246093,227.02738891601564,0.018072966979806315,0.01689027104577696,AAPL
2025-09-26,254.97401428222656,257.10994249251326,253.2972024297037,253.61660096533106,46076300,246.76665344238282,227.93921264648438,-0.005489100657377954,0.01749128904277222,AAPL
2025-09-29,253.9459686279297,254.5148915782133,252.52867184357527,254.0757261912774,40127700,248.5362808227539,228.80734588623048,-0.004031962461707783,0.017927412112765332,AAPL
2025-09-30,254.14559936523438,255.4331385813304,252.6284867333586,254.37515755125318,37704300,250.18114624023437,229.65355072021484,0.0007861150085717306,0.018048408426648344,AAPL
2025-10-01,254.9640350341797,258.29769267334166,254.44502000530687,254.55481135314994,48713900,251.82401428222656,230.47784088134765,0.0032203416899190263,0.018054959544217514,AAPL
2025-10-02,256.6408386230469,257.68882891050583,253.66649683440303,256.09186667190835,42630200,253.74535217285157,231.34065185546876,0.00657662791005964,0.017605918960386605,AAPL
2025-10-03,257.5291442871094,258.7468246365968,253.46689477740222,254.18552630266564,49155600,254.994970703125,232.22900512695313,0.003461279462880995,0.015449464294503465,AAPL
2025-10-06,256.20166015625,258.57713717661323,254.56478079871025,257.49917477533796,44664100,255.05585479736328,233.0884161376953,-0.005154694760991507,0.008000305094380373,AAPL
2025-10-07,255.99209594726562,256.9103287268919,254.94407514023973,256.32145476920215,31955800,255.26046752929688,233.9402456665039,-0.0008179658510275578,0.007666910618551204,AAPL
2025-10-08,257.569091796875,258.0282082133661,255.62278908467795,256.03201279963565,36496900,255.8343765258789,234.87904663085936,0.0061603302390016434,0.007090831201573226,AAPL
2025-10-09,253.55670166015625,257.50917476461467,252.65841993311406,257.3195337882977,38322000,255.55191497802736,235.78186492919923,-0.01557791778791151,0.006738447712963116,AAPL
2025-10-10,244.80340576171875,255.8922708493858,243.53581752909898,254.45500785015722,61999100,254.53485412597655,236.53912780761718,-0.034522045132806656,0.012573828157776233,AAPL
2025-10-13,247.18885803222656,249.2149949644775,245.09284695690994,248.90558714178317,38142900,253.85914306640626,237.4475848388672,0.009744359001401026,0.01330230658970293,AAPL
2025-10-14,247.29864501953125,248.37659224814226,244.23447809703134,246.13087266264282,35478000,253.17444763183593,238.33889617919922,0.0004441421356069508,0.013293035460852396,AAPL
2025-10-15,248.86566162109375,251.3409547309234,246.99922390992754,249.01538540478128,33893600,252.56461029052736,239.2701220703125,0.006336535331355142,0.013481046326096152,AAPL
2025-10-16,246.97926330566406,248.56623493239263,244.66368465033412,247.77774448085987,39777000,251.59845275878905,239.95764678955078,-0.0075799863393841704,0.013181220350346788,AAPL
2025-10-17,251.81002807617188,252.89796599708643,246.79958926324147,247.5481624372989,49147000,251.02654113769532,240.6065982055664,0.01955939420116093,0.01501529112054198,AAPL
2025-10-20,261.7411193847656,263.87706298772724,255.14370850365398,255.4032084113237,90483000,251.5804870605469,241.26833709716797,0.0394388237214669,0.0198607729456462,AAPL
2025-10-21,262.27008056640625,264.7853058703715,261.3318664386604,261.3817895915523,46695900,252.20828552246093,241.9787826538086,0.002020932679144938,0.019831225466803337,AAPL
2025-10-22,257.9583435058594,262.349966966352,254.94406918261987,262.15033525743416,45015300,252.24721069335936,242.55368743896486,-0.016440064574789193,0.02065155066597979,AAPL
2025-10-23,259.0861511230469,260.12418111371363,257.51916110368444,259.4454820834593,32754900,252.80015563964844,243.07768798828124,0.004372053262009956,0.019892376165067237,AAPL
2025-10-24,262.3200378417969,263.62754335723145,258.68694768993146,260.69313376057823,38253700,254.55181884765625,243.67734558105468,0.012481897255921526,0.015219553863030644,AAPL
2025-10-27,268.2986145019531,268.60802232244004,264.1465248140549,264.37609822840903,44888200,256.6627944946289,244.42032958984376,0.022791155068992097,0.016015735309315986,AAPL
2025-10-28,268.4882507324219,269.3765722048576,267.63986169210665,268.4782600095115,41534800,258.781755065918,245.1810794067383,0.0007068103233436318,0.01600155132781106,AAPL
2025-10-29,269.1869201660156,270.8936584399069,266.6018207191691,268.76770579477784,51086700,260.81388092041016,245.96239013671874,0.0026022346664624774,0.016097533091174208,AAPL
2025-10-30,270.8836669921875,273.6184749716116,267.969239224885,271.4725408872279,69886500,263.2043212890625,246.86846282958984,0.006303229091240592,0.015177372199851654,AAPL
2025-10-31,269.85565185546875,276.79244258078194,268.647962249571,276.4630533049319,86167100,265.0088836669922,247.7761328125,-0.003795042898427692,0.015234327775856895,AAPL
2025-11-03,268.53814697265625,270.33474092754267,265.74348587775046,269.90556627002525,50194600,265.68858642578124,248.6003616333008,-0.004882257880291285,0.010464280148562998,AAPL
2025-11-04,269.5262756347656,270.9734988318123,267.11086611942017,267.8195068636227,49274800,266.41420593261716,249.45633026123048,0.003679658451690937,0.010466943967423236,AAPL
2025-11-05,269.6260986328125,271.18312844251227,266.4221834255846,268.0989800730272,43683100,267.5809814453125,250.271376953125,0.0003703646251622672,0.008124602622884447,AAPL
2025-11-06,269.25677490234375,272.8798740142925,267.38037702601645,267.38037702601645,51204000,268.59804382324216,251.0554818725586,-0.0013697625428008564,0.008331990757249753,AAPL
2025-11-07,267.9592590332031,271.7719991063764,266.26248096015127,269.28671541495146,48227400,269.16196594238284,251.77231536865236,-0.0048188791892468386,0.008143506546289358,AAPL
2025-11-10,269.1781311035156,273.4741297822401,267.20997142836535,268.7085692371889,41312400,269.2499176025391,252.52191040039062,0.004548721603090611,0.003994266901601972,AAPL
2025-11-11,274.99267578125,275.65206242273547,269.5477586519058,269.55775905965567,46208300,269.9003601074219,253.43610412597656,0.02160110352909128,0.007831984677675572,AAPL
2025-11-12,273.21435546875,275.4722525277038,271.4460210796085,274.74292397164845,48398000,270.3031036376953,254.14006439208984,-0.0064667915516215535,0.008318976936309643,AAPL
2025-11-13,272.6948547363281,276.4413491841305,271.83564282199285,273.85374352181776,49602800,270.4842224121094,254.80748474121094,-0.0019014401037990014,0.008198204700500325,AAPL
2025-11-14,272.15533447265625,275.70200347225597,269.3479639093673,270.7965900477885,47431300,270.7141906738281,255.46591125488283,-0.00197847614027602,0.008107241935296916,AAPL
2025-11-17,267.2099609375,270.2371271729127,265.48159771217263,268.5687054184609,45018300,270.5813720703125,256.0615612792969,-0.01817114312581336,0.010019881001731836,AAPL
2025-11-18,267.19000244140625,270.4569347049811,265.0719890725528,269.7376065335732,45677300,270.3477447509766,256.72727783203123,-7.469218596389826e-05,0.00991774173803639,AAPL
2025-11-19,268.3089294433594,271.9555110777923,265.2517925781922,265.2817633125939,40424500,270.2160278320313,257.5662854003906,0.004187757744410714,0.010041604562718513,AAPL
2025-11-20,266.0010986328125,275.17250947675234,265.67142054546326,270.5768036466949,45823600,269.8904602050781,258.2944595336914,-0.00860139398019577,0.010370661508260597,AAPL
2025-11-21,271.2361755371094,273.0744516711978,265.4216397990326,265.70137680880595,59030800,270.21815185546876,259.04668884277345,0.01968065895668869,0.012152947286214468,AAPL
2025-11-24,275.6620788574219,276.7410558404627,270.64675212306133,270.64675212306133,65585800,270.8665466308594,259.8349365234375,0.016317525903571717,0.013041736894509146,AAPL
2025-11-25,276.7110900878906,280.1179060838009,274.9926967216935,275.012667049666,46914200,271.03838806152345,260.6152194213867,0.0038054245067611348,0.011227532076675789,AAPL
2025-11-26,277.29052734375,279.26868736786383,276.3714044558947,276.70108254872224,33431400,271.4460052490234,261.39032287597655,0.002094015298321983,0.010944891032392158,AAPL
2025-11-28,278.5893249511719,278.73917862681736,275.73198274965245,277.0008150112318,20135600,272.0354522705078,262.21356018066405,0.0046838874009274,0.010913165475895622,AAPL
2025-12-01,282.8353576660156,283.1550658399818,275.88187257202503,277.75011957449965,46587700,273.10345458984375,262.96960815429685,0.01524118957389331,0.011523069907135893,AAPL
2025-12-02,285.9224548339844,287.1313151163589,282.36578537497866,282.7354345985028,53669500,274.9747039794922,263.5762008666992,0.010914820528252767,0.008638117978210982,AAPL
2025-12-03,283.8843688964844,288.35019153510143,283.0351573834178,285.9324708384744,43538700,276.644140625,264.17496887207034,-0.007128107299873898,0.009508247806015389,AAPL
2025-12-04,280.4375915527344,284.46382276925783,278.32954829392816,283.83440686502166,43989100,277.8570068359375,264.7471206665039,-0.012141483369261685,0.011139175133521407,AAPL
2025-12-05,278.5193786621094,280.8771882481053,277.79005013345267,280.27774306596746,47265800,279.1088348388672,265.1898818969727,-0.006840070477014848,0.01092102185984702,AAPL
2025-12-08,277.6302185058594,279.4085531850005,275.8918244790692,277.86998437615557,38211800,279.7482391357422,265.6430059814453,-0.0031924534677664207,0.009759717793053065,AAPL
2025-12-09,276.9208679199219,279.7682096639769,276.6611317163261,277.8999627322321,32193300,279.8741180419922,266.10250396728514,-0.0025550193698475887,0.008508691713845343,AAPL
2025-12-10,278.5193786621094,279.48847306800184,276.1815698919154,277.490342786908,33038300,280.05494689941406,266.58997955322263,0.005772445948890148,0.00861595929802739,AAPL
2025-12-11,277.77008056640625,279.3286197507982,273.5540244422053,278.83908758708685,33248000,280.1029022216797,267.04610046386716,-0.0026902907054526803,0.008661731637740923,AAPL
2025-12-12,278.0198669433594,278.9589906850317,276.5612402656973,277.64021728323,39532900,280.04595642089845,267.47368103027344,0.0008992558753764257,0.008525979007806606,AAPL
2025-12-15,273.8537292480469,279.8880911943856,272.5849275039148,279.8880911943856,50409100,279.1477935791016,267.8001727294922,-0.014985035929685031,0.007779815397605155,AAPL
2025-12-16,274.353271484375,275.2424541197232,271.53593087885605,272.5649667835892,37648600,277.9908752441406,268.1632049560547,0.0018241206270945831,0.006347156733951721,AAPL
2025-12-17,271.58587646484375,275.90184538512057,271.38608172110213,274.75292651919426,50138700,276.7610260009766,268.47508056640623,-0.010086976563313366,0.006568907145339899,AAPL
2025-12-18,271.935546875,273.374203136776,266.7004552212896,273.35420232069225,51630700,275.91082153320315,268.76240966796877,0.0012875132341483297,0.006170955721700334,AAPL
2025-12-19,273.4141845703125,274.34330788170604,269.64768928264715,271.8955859651445,144632000,275.4003021240234,269.15955932617186,0.005437456457254575,0.006544616825206125,AAPL
2025-12-22,270.7166748046875,273.62395794129594,270.25711338978425,272.6048920133635,36571800,274.7089477539063,269.6778247070313,-0.0098660198257976,0.007021953465446233,AAPL
2025-12-23,272.1053771972656,272.2452609569047,269.30800689497966,270.5868091030317,29642000,274.22739868164064,270.17615509033203,0.005129726100470355,0.007423813618825468,AAPL
2025-12-24,273.55401611328125,275.17249671786806,271.9455359163183,272.085389177814,17910600,273.7308624267578,270.70126251220705,0.0053238158353827725,0.007374645490823067,AAPL
2025-12-26,273.1444091796875,275.1125687682936,272.6049054553,273.9037084592662,21521800,273.26829528808594,271.1868374633789,-0.0014973530252399003,0.007367797525822298,AAPL
2025-12-29,273.50408935546875,274.10350406329195,272.0954038139857,272.4350823114352,23715200,272.81671752929685,271.717333984375,0.0013168132449112857,0.007385034422034514,AAPL
2025-12-30,272.82470703125,273.82377221524894,272.02546707967076,272.5549704076282,22139600,272.7138153076172,272.13762756347654,-0.002483993295382736,0.005745849952918451,AAPL
2025-12-31,271.6058349609375,273.42414083736213,271.49595243002375,272.80472532736104,27293600,272.43907165527344,272.334921875,-0.004467601499789753,0.0058238762363462615,AAPL
2026-01-02,270.75665283203125,277.58025431004916,268.7485221479618,272.0054842546519,37838100,272.3561492919922,272.5046533203125,-0.003126523879828924,0.004969149111189347,AAPL
2026-01-05,267.0101623535156,271.25618925068443,265.89121426121545,270.38700744645297,45647200,271.8636108398438,272.6856896972656,-0.013837113287258118,0.006500022504202786,AAPL
2026-01-06,262.1147155761719,267.2998660934885,261.8749496989937,266.7503924619391,52352100,270.73366394042966,272.74626098632814,-0.018334308830022295,0.0077775243652999735,AAPL
2026-01-07,260.08660888671875,263.4334831315393,259.56710600115036,262.95395138764474,48309800,269.6706573486328,272.70159240722654,-0.00773747740562758,0.007632524262237748,AAPL
2026-01-08,258.7978515625,259.0476178563403,255.46096229095477,256.7797203952787,50419300,268.33990478515625,272.5115771484375,-0.004955108337700187,0.006930332719272245,AAPL
2026-01-09,259.1275329589844,259.9667440583015,255.98048371428257,258.8377955175017,39997000,266.8972564697266,272.32436279296877,0.0012738954148727721,0.006355827920894761,AAPL
2026-01-12,260.0067138671875,261.05572011368304,256.5599267903311,258.9177364764393,45263800,265.58348693847654,272.1407586669922,0.0033928502238405045,0.0068565717194981135,AAPL
2026-01-13,260.8059387207031,261.56523797230057,258.148452318208,258.4781303943212,45730800,264.313671875,271.9392041015625,0.0030738623692765366,0.007053160158294284,AAPL
2026-01-14,259.71697998046875,261.57525710051715,256.4700180914029,259.247418118488,40019400,263.0028991699219,271.7364306640625,-0.0041753602144793955,0.007013747885378397,AAPL
2026-01-15,257.9685974121094,260.7959687899761,256.8096782083212,260.40631875644857,39388600,261.63917541503906,271.52503967285156,-0.00673187624656213,0.0070351383944319825,AAPL
2026-01-16,255.29112243652344,258.6579671912775,254.69167723491495,257.6589020182799,72142800,260.0926223754883,271.2403366088867,-0.010379073276537754,0.007179636690227931,AAPL
2026-01-20,246.46937561035156,254.55180921698133,243.19244305608962,252.49373739571587,80267500,258.0385437011719,270.7772021484375,-0.03455563492367564,0.011458100325498963,AAPL
2026-01-21,247.41848754882812,251.3248360900433,244.9507953165175,248.46750904444812,54641700,256.5689208984375,270.3404364013672,0.003850831106810837,0.011363443925847705,AAPL
2026-01-22,248.1178436279297,250.76536025794266,247.9180183962477,248.96703988447874,39708300,255.3720443725586,269.94360809326173,0.0028266120532465244,0.01164007580769719,AAPL
2026-01-23,247.80812072753906,249.17685039145397,244.45126111041233,247.08880782235642,41689000,254.2730712890625,269.5162078857422,-0.001248289505752287,0.0116877764838395,AAPL
2026-01-26,255.17123413085938,256.32015295784896,249.5664780183616,251.24490015634893,55969200,253.87744140625,269.1197790527344,0.029712962519965025,0.015890275732854786,AAPL
2026-01-27,258.0285339355469,261.70511669708895,257.96859246831417,258.92771692213245,49648300,253.67962341308595,268.8160626220703,0.011197578028024013,0.016338461196103857,AAPL
2026-01-28,256.2002868652344,258.61800761819165,254.27208306792676,257.409147241713,41288000,253.21905822753905,268.4861712646484,-0.007085445328186779,0.01639742522516283,AAPL
2026-01-29,258.0385437011719,259.4072580677027,254.17216647920577,257.75880668092503,67253000,253.05121459960938,268.20383544921873,0.007175077196164281,0.016595516006192038,AAPL
2026-01-30,259.2374267578125,261.6551472598355,251.94423313215475,254.93144331105526,92443400,253.1780975341797,268.044384765625,0.0046461394466286166,0.016512422310532886,AAPL
2026-02-02,269.7575988769531,270.2371306501278,258.9676766447768,259.7869174093499,73913400,254.62474517822267,268.0957366943359,0.04058122413384724,0.020195624526455402,AAPL
2026-02-03,269.22808837890625,271.6258386480508,267.3598109321867,268.9483513556569,64394700,256.90061645507814,268.1141198730469,-0.0019629122599374993,0.014914892052781606,AAPL
